SEQUÊNCIA,DATAFATO,HORAFATO,GRUPOFATO,TIPOENQUADRAMENTO,TIPOFATO,MUNICIPIOFATO,LOCALFATO,BAIRRO,QUANTIDADEVÍTIMAS,IDADEVÍTIMA,SEXOVÍTIMA,CORVÍTIMA,data_nova,mes,dia,ano,mes_ano,data_tempo_num,hora,periodo,periodo1,mes_ano2
32971,15/01/2024,17:00:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,32,Feminino,Sem informação,2024-01-15,1,15,2024,768,1960-01-01T17:00:00Z,17,17,2,jan 2024
33000,15/01/2024,17:00:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,80,Feminino,Branca,2024-01-15,1,15,2024,768,1960-01-01T17:00:00Z,17,17,2,jan 2024
33425,15/01/2024,20:11:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,55,Feminino,Sem informação,2024-01-15,1,15,2024,768,1960-01-01T20:11:00Z,20,20,3,jan 2024
33571,15/01/2024,21:44:00,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,44,Feminino,Sem informação,2024-01-15,1,15,2024,768,1960-01-01T21:44:00Z,21,21,3,jan 2024
33834,16/01/2024,01:30:00,CONTRAVENCOES,VIAS DE FATO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,45,Feminino,Branca,2024-01-16,1,16,2024,768,1960-01-01T01:30:00Z,1,1,9,jan 2024
34296,16/01/2024,10:00:00,CRIMES,APROPRIACAO INDEBITA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2024-01-16,1,16,2024,768,1960-01-01T10:00:00Z,10,10,1,jan 2024
34572,16/01/2024,11:50:00,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,42,Feminino,Sem informação,2024-01-16,1,16,2024,768,1960-01-01T11:50:00Z,11,11,1,jan 2024
34600,16/01/2024,12:00:00,CRIMES,FURTO EM VEICULO - ESTEPE,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,43,Masculino,Sem informação,2024-01-16,1,16,2024,768,1960-01-01T12:00:00Z,12,12,2,jan 2024
34780,16/01/2024,13:17:00,CRIMES,CALUNIA,Consumado,PORTO ALEGRE,ESTABELECIMENTO COMERCIAL,MENINO DEUS,1,54,Masculino,Branca,2024-01-16,1,16,2024,768,1960-01-01T13:17:00Z,13,13,2,jan 2024
34948,16/01/2024,14:30:00,CRIMES,RECEPTACAO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2024-01-16,1,16,2024,768,1960-01-01T14:30:00Z,14,14,2,jan 2024
35735,16/01/2024,20:30:00,CRIMES,PRECONCEITO RACA COR,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,21,Masculino,Sem informação,2024-01-16,1,16,2024,768,1960-01-01T20:30:00Z,20,20,3,jan 2024
36199,17/01/2024,08:00:00,CRIMES,DANO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,32,Feminino,Sem informação,2024-01-17,1,17,2024,768,1960-01-01T08:00:00Z,8,8,1,jan 2024
36653,17/01/2024,11:50:00,CRIMES,FUGA DE LOCAL DE ACIDENTE - ART. 305,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,38,Masculino,Sem informação,2024-01-17,1,17,2024,768,1960-01-01T11:50:00Z,11,11,1,jan 2024
37132,17/01/2024,15:30:42,CRIMES,FURTO QUALIFICADO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2024-01-17,1,17,2024,768,1960-01-01T15:30:42Z,15,15,2,jan 2024
37811,17/01/2024,22:00:00,CRIMES,FURTO/ARROMBAMENTO ESTABELECIMENTO COMERCIAL,Consumado,PORTO ALEGRE,ESTABELECIMENTO COMERCIAL,MENINO DEUS,1,49,Masculino,Sem informação,2024-01-17,1,17,2024,768,1960-01-01T22:00:00Z,22,22,3,jan 2024
38328,18/01/2024,09:00:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,35,Feminino,Sem informação,2024-01-18,1,18,2024,768,1960-01-01T09:00:00Z,9,9,1,jan 2024
38496,18/01/2024,10:00:00,CRIMES,LESAO CORPORAL,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,50,Feminino,Sem informação,2024-01-18,1,18,2024,768,1960-01-01T10:00:00Z,10,10,1,jan 2024
39258,18/01/2024,16:00:00,CRIMES,OUTROS CRIMES CONTRA A CRIANCA/ADOLESCENTE,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,15,Feminino,Branca,2024-01-18,1,18,2024,768,1960-01-01T16:00:00Z,16,16,2,jan 2024
39649,18/01/2024,19:00:00,CRIMES,LESAO CORPORAL,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,88,Feminino,Branca,2024-01-18,1,18,2024,768,1960-01-01T19:00:00Z,19,19,3,jan 2024
39933,18/01/2024,21:45:00,CRIMES,ROUBO DE CELULAR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,16,Masculino,Sem informação,2024-01-18,1,18,2024,768,1960-01-01T21:45:00Z,21,21,3,jan 2024
40012,18/01/2024,22:45:00,CRIMES,MAUS TRATOS CONTRA O IDOSO,Consumado,PORTO ALEGRE,HOSPITAIS/CLINICAS,MENINO DEUS,1,92,Feminino,Branca,2024-01-18,1,18,2024,768,1960-01-01T22:45:00Z,22,22,3,jan 2024
40077,18/01/2024,23:50:00,CRIMES,ROUBO DE VEICULO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,21,Masculino,Branca,2024-01-18,1,18,2024,768,1960-01-01T23:50:00Z,23,23,3,jan 2024
40226,19/01/2024,03:00:00,CRIMES,FURTO EM VEICULO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,22,Feminino,Branca,2024-01-19,1,19,2024,768,1960-01-01T03:00:00Z,3,3,9,jan 2024
41044,19/01/2024,12:00:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,2,36,Feminino,Sem informação,2024-01-19,1,19,2024,768,1960-01-01T12:00:00Z,12,12,2,jan 2024
41102,19/01/2024,12:30:00,CRIMES,FUGA DE LOCAL DE ACIDENTE - ART. 305,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,39,Feminino,Sem informação,2024-01-19,1,19,2024,768,1960-01-01T12:30:00Z,12,12,2,jan 2024
41397,19/01/2024,14:32:00,CRIMES,ESTELIONATO  FRAUDE ELETRONICA,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,73,Masculino,Branca,2024-01-19,1,19,2024,768,1960-01-01T14:32:00Z,14,14,2,jan 2024
42048,19/01/2024,19:01:00,CRIMES,OUTRAS FRAUDES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,59,Masculino,Branca,2024-01-19,1,19,2024,768,1960-01-01T19:01:00Z,19,19,3,jan 2024
42613,20/01/2024,00:40:40,CRIMES,ROUBO A PEDESTRE,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,30,Masculino,Sem informação,2024-01-20,1,20,2024,768,1960-01-01T00:40:40Z,0,0,9,jan 2024
43091,20/01/2024,09:00:00,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,22,Masculino,Sem informação,2024-01-20,1,20,2024,768,1960-01-01T09:00:00Z,9,9,1,jan 2024
43768,20/01/2024,15:00:00,CRIMES,FALSO TESTEMUNHO OU FALSA PERICIA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,33,Feminino,Sem informação,2024-01-20,1,20,2024,768,1960-01-01T15:00:00Z,15,15,2,jan 2024
43769,20/01/2024,15:00:00,CRIMES,FURTO SIMPLES EM RESIDENCIA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2024-01-20,1,20,2024,768,1960-01-01T15:00:00Z,15,15,2,jan 2024
43982,20/01/2024,17:00:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,27,Masculino,Sem informação,2024-01-20,1,20,2024,768,1960-01-01T17:00:00Z,17,17,2,jan 2024
44023,20/01/2024,17:30:00,CRIMES,OUTRAS FRAUDES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,43,Masculino,Sem informação,2024-01-20,1,20,2024,768,1960-01-01T17:30:00Z,17,17,2,jan 2024
44104,20/01/2024,18:01:00,CRIMES,FURTO DE COISA COMUM ART 156  SUBTRAIR O CONDOMINO COHERDEIRO OU SOCIO PARA SI OU PARA OUTREM A QUEM LEGITIMAMENTE A DETEM A COISA COMUM,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2024-01-20,1,20,2024,768,1960-01-01T18:01:00Z,18,18,3,jan 2024
44435,20/01/2024,21:30:00,CRIMES,ROUBO A PEDESTRE,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,2,40,Masculino,Sem informação,2024-01-20,1,20,2024,768,1960-01-01T21:30:00Z,21,21,3,jan 2024
44447,20/01/2024,21:36:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,25,Feminino,Sem informação,2024-01-20,1,20,2024,768,1960-01-01T21:36:00Z,21,21,3,jan 2024
44641,20/01/2024,23:39:00,CRIMES,OUTROS CRIMES CONTRA A CRIANCA/ADOLESCENTE,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,5,Feminino,Branca,2024-01-20,1,20,2024,768,1960-01-01T23:39:00Z,23,23,3,jan 2024
44683,21/01/2024,00:01:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,33,Masculino,Sem informação,2024-01-21,1,21,2024,768,1960-01-01T00:01:00Z,0,0,9,jan 2024
45202,21/01/2024,09:45:00,CRIMES,FURTO QUALIFICADO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,0,NA,,,2024-01-21,1,21,2024,768,1960-01-01T09:45:00Z,9,9,1,jan 2024
45266,21/01/2024,10:25:00,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2024-01-21,1,21,2024,768,1960-01-01T10:25:00Z,10,10,1,jan 2024
45665,21/01/2024,15:27:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,67,Masculino,Branca,2024-01-21,1,21,2024,768,1960-01-01T15:27:00Z,15,15,2,jan 2024
45773,21/01/2024,16:30:00,CRIMES,ROUBO A PEDESTRE,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,74,Masculino,Branca,2024-01-21,1,21,2024,768,1960-01-01T16:30:00Z,16,16,2,jan 2024
45927,21/01/2024,18:00:00,CRIMES,FUGA DE LOCAL DE ACIDENTE - ART. 305,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2024-01-21,1,21,2024,768,1960-01-01T18:00:00Z,18,18,3,jan 2024
46289,21/01/2024,21:00:00,CRIMES,FURTO EM VEICULO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,2,42,Feminino,Sem informação,2024-01-21,1,21,2024,768,1960-01-01T21:00:00Z,21,21,3,jan 2024
46498,21/01/2024,23:00:00,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2024-01-21,1,21,2024,768,1960-01-01T23:00:00Z,23,23,3,jan 2024
46583,22/01/2024,00:05:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,36,Feminino,Sem informação,2024-01-22,1,22,2024,768,1960-01-01T00:05:00Z,0,0,9,jan 2024
47881,22/01/2024,14:06:57,CRIMES,OUTRAS FRAUDES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,48,Feminino,Sem informação,2024-01-22,1,22,2024,768,1960-01-01T14:06:57Z,14,14,2,jan 2024
48034,22/01/2024,15:00:00,CRIMES,INVASAO DE DISPOSITIVO INFORMATICO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,29,Masculino,Branca,2024-01-22,1,22,2024,768,1960-01-01T15:00:00Z,15,15,2,jan 2024
48097,22/01/2024,15:30:00,CRIMES,INVASAO DE DISPOSITIVO INFORMATICO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,58,Masculino,Branca,2024-01-22,1,22,2024,768,1960-01-01T15:30:00Z,15,15,2,jan 2024
48117,22/01/2024,15:53:25,CRIMES,OUTRAS FRAUDES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,41,Masculino,Sem informação,2024-01-22,1,22,2024,768,1960-01-01T15:53:25Z,15,15,2,jan 2024
48433,22/01/2024,18:00:00,CRIMES,FURTO/ARROMBAMENTO DE RESIDENCIA,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,44,Masculino,Branca,2024-01-22,1,22,2024,768,1960-01-01T18:00:00Z,18,18,3,jan 2024
48692,22/01/2024,20:28:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,29,Feminino,Sem informação,2024-01-22,1,22,2024,768,1960-01-01T20:28:00Z,20,20,3,jan 2024
49066,23/01/2024,02:00:00,CRIMES,FURTO QUALIFICADO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,76,Masculino,Sem informação,2024-01-23,1,23,2024,768,1960-01-01T02:00:00Z,2,2,9,jan 2024
49118,23/01/2024,03:23:00,CRIMES,OUTRAS FRAUDES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,78,Masculino,Sem informação,2024-01-23,1,23,2024,768,1960-01-01T03:23:00Z,3,3,9,jan 2024
49613,23/01/2024,10:00:00,CRIMES,RECEPTACAO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2024-01-23,1,23,2024,768,1960-01-01T10:00:00Z,10,10,1,jan 2024
49814,23/01/2024,11:38:00,CRIMES,IMPORTUNACAO SEXUAL,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,10,Feminino,Parda,2024-01-23,1,23,2024,768,1960-01-01T11:38:00Z,11,11,1,jan 2024
50085,23/01/2024,13:55:00,CRIMES,FUGA DE LOCAL DE ACIDENTE - ART. 305,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,59,Masculino,Sem informação,2024-01-23,1,23,2024,768,1960-01-01T13:55:00Z,13,13,2,jan 2024
50962,23/01/2024,20:30:00,CRIMES,LESAO CORPORAL CULPOSA DIRECAO VEIC AUTOMOTOR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2024-01-23,1,23,2024,768,1960-01-01T20:30:00Z,20,20,3,jan 2024
51822,24/01/2024,10:00:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,66,Feminino,Branca,2024-01-24,1,24,2024,768,1960-01-01T10:00:00Z,10,10,1,jan 2024
52101,24/01/2024,12:00:00,CRIMES,OUTROS FURTOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2024-01-24,1,24,2024,768,1960-01-01T12:00:00Z,12,12,2,jan 2024
52988,24/01/2024,18:57:00,CRIMES,FALSA IDENTIDADE,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,30,Feminino,Sem informação,2024-01-24,1,24,2024,768,1960-01-01T18:57:00Z,18,18,3,jan 2024
53308,24/01/2024,22:10:00,CRIMES,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2024-01-24,1,24,2024,768,1960-01-01T22:10:00Z,22,22,3,jan 2024
53533,25/01/2024,02:40:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,21,Feminino,Branca,2024-01-25,1,25,2024,768,1960-01-01T02:40:00Z,2,2,9,jan 2024
53586,25/01/2024,04:42:00,CRIMES,PERSEGUICAO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,26,Feminino,Sem informação,2024-01-25,1,25,2024,768,1960-01-01T04:42:00Z,4,4,9,jan 2024
53680,25/01/2024,07:30:00,CRIMES,FURTO DE DOCUMENTO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,25,Feminino,Sem informação,2024-01-25,1,25,2024,768,1960-01-01T07:30:00Z,7,7,1,jan 2024
54000,25/01/2024,10:00:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,55,Feminino,Branca,2024-01-25,1,25,2024,768,1960-01-01T10:00:00Z,10,10,1,jan 2024
54426,25/01/2024,12:20:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,76,Feminino,Sem informação,2024-01-25,1,25,2024,768,1960-01-01T12:20:00Z,12,12,2,jan 2024
54593,25/01/2024,13:46:00,CRIMES,FALSA IDENTIDADE,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,37,Masculino,Sem informação,2024-01-25,1,25,2024,768,1960-01-01T13:46:00Z,13,13,2,jan 2024
54978,25/01/2024,16:00:00,CRIMES,FURTO EM VEICULO - ESTEPE,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,67,Masculino,Branca,2024-01-25,1,25,2024,768,1960-01-01T16:00:00Z,16,16,2,jan 2024
55438,25/01/2024,19:50:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,ESTABELECIMENTO COMERCIAL,MENINO DEUS,1,55,Feminino,Branca,2024-01-25,1,25,2024,768,1960-01-01T19:50:00Z,19,19,3,jan 2024
55447,25/01/2024,20:00:00,CRIMES,INJURIA,Consumado,PORTO ALEGRE,HOSPITAIS/CLINICAS,MENINO DEUS,1,60,Feminino,Branca,2024-01-25,1,25,2024,768,1960-01-01T20:00:00Z,20,20,3,jan 2024
55485,25/01/2024,20:00:00,CRIMES,ROUBO A PEDESTRE,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,22,Feminino,Parda,2024-01-25,1,25,2024,768,1960-01-01T20:00:00Z,20,20,3,jan 2024
55614,25/01/2024,21:15:00,CRIMES,LESAO CORPORAL,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,2,42,Masculino,Branca,2024-01-25,1,25,2024,768,1960-01-01T21:15:00Z,21,21,3,jan 2024
55652,25/01/2024,21:32:00,CRIMES,RESISTENCIA,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2024-01-25,1,25,2024,768,1960-01-01T21:32:00Z,21,21,3,jan 2024
55698,25/01/2024,22:10:00,CRIMES,ROUBO DE CELULAR,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,23,Masculino,Sem informação,2024-01-25,1,25,2024,768,1960-01-01T22:10:00Z,22,22,3,jan 2024
55700,25/01/2024,22:12:00,CRIMES,ROUBO A PEDESTRE,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,37,Feminino,Preta,2024-01-25,1,25,2024,768,1960-01-01T22:12:00Z,22,22,3,jan 2024
57080,26/01/2024,14:30:00,CRIMES,ROUBO DE CELULAR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,51,Feminino,Branca,2024-01-26,1,26,2024,768,1960-01-01T14:30:00Z,14,14,2,jan 2024
57867,26/01/2024,20:00:00,CRIMES,OUTRAS FRAUDES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,24,Masculino,Sem informação,2024-01-26,1,26,2024,768,1960-01-01T20:00:00Z,20,20,3,jan 2024
57923,26/01/2024,20:30:00,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,28,Masculino,Sem informação,2024-01-26,1,26,2024,768,1960-01-01T20:30:00Z,20,20,3,jan 2024
57951,26/01/2024,20:45:00,CRIMES,ROUBO DE CELULAR,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,20,Feminino,Sem informação,2024-01-26,1,26,2024,768,1960-01-01T20:45:00Z,20,20,3,jan 2024
58276,27/01/2024,00:20:00,CRIMES,LESAO CORPORAL,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,20,Feminino,Branca,2024-01-27,1,27,2024,768,1960-01-01T00:20:00Z,0,0,9,jan 2024
58424,27/01/2024,02:30:00,CRIMES,DANO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,58,Feminino,Sem informação,2024-01-27,1,27,2024,768,1960-01-01T02:30:00Z,2,2,9,jan 2024
58593,27/01/2024,06:00:29,CRIMES,FURTO QUALIFICADO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,41,Masculino,Sem informação,2024-01-27,1,27,2024,768,1960-01-01T06:00:29Z,6,6,1,jan 2024
58601,27/01/2024,06:20:00,CRIMES,ENTORPECENTES - TRAFICO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2024-01-27,1,27,2024,768,1960-01-01T06:20:00Z,6,6,1,jan 2024
58658,27/01/2024,07:34:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,64,Feminino,Sem informação,2024-01-27,1,27,2024,768,1960-01-01T07:34:00Z,7,7,1,jan 2024
58785,27/01/2024,09:17:00,CRIMES,LESAO CORPORAL,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,19,Feminino,Parda,2024-01-27,1,27,2024,768,1960-01-01T09:17:00Z,9,9,1,jan 2024
58861,27/01/2024,10:00:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,37,Masculino,Sem informação,2024-01-27,1,27,2024,768,1960-01-01T10:00:00Z,10,10,1,jan 2024
59122,27/01/2024,12:20:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,41,Feminino,Branca,2024-01-27,1,27,2024,768,1960-01-01T12:20:00Z,12,12,2,jan 2024
59318,27/01/2024,14:50:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,34,Feminino,Sem informação,2024-01-27,1,27,2024,768,1960-01-01T14:50:00Z,14,14,2,jan 2024
60232,28/01/2024,00:01:00,CONTRAVENCOES,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,37,Masculino,Sem informação,2024-01-28,1,28,2024,768,1960-01-01T00:01:00Z,0,0,9,jan 2024
60291,28/01/2024,00:51:00,CRIMES,FURTO EM VEICULO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,41,Masculino,Branca,2024-01-28,1,28,2024,768,1960-01-01T00:51:00Z,0,0,9,jan 2024
60476,28/01/2024,04:00:00,CONTRAVENCOES,VIAS DE FATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,2,36,Feminino,Preta,2024-01-28,1,28,2024,768,1960-01-01T04:00:00Z,4,4,9,jan 2024
60557,28/01/2024,06:30:00,CRIMES,ENTORPECENTES - TRAFICO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2024-01-28,1,28,2024,768,1960-01-01T06:30:00Z,6,6,1,jan 2024
60882,28/01/2024,11:00:00,CRIMES,FURTO/ARROMBAMENTO DE RESIDENCIA,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,91,Feminino,Branca,2024-01-28,1,28,2024,768,1960-01-01T11:00:00Z,11,11,1,jan 2024
60898,28/01/2024,11:30:00,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,26,Feminino,Branca,2024-01-28,1,28,2024,768,1960-01-01T11:30:00Z,11,11,1,jan 2024
60941,28/01/2024,12:00:00,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,43,Masculino,Sem informação,2024-01-28,1,28,2024,768,1960-01-01T12:00:00Z,12,12,2,jan 2024
60967,28/01/2024,12:25:00,CRIMES,DESACATO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,28,Masculino,Branca,2024-01-28,1,28,2024,768,1960-01-01T12:25:00Z,12,12,2,jan 2024
61040,28/01/2024,13:45:00,CRIMES,FURTO DE FIOS E CABOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2024-01-28,1,28,2024,768,1960-01-01T13:45:00Z,13,13,2,jan 2024
61105,28/01/2024,14:20:00,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,32,Feminino,Sem informação,2024-01-28,1,28,2024,768,1960-01-01T14:20:00Z,14,14,2,jan 2024
61180,28/01/2024,15:00:00,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,24,Masculino,Branca,2024-01-28,1,28,2024,768,1960-01-01T15:00:00Z,15,15,2,jan 2024
61219,28/01/2024,15:30:00,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,21,Feminino,Branca,2024-01-28,1,28,2024,768,1960-01-01T15:30:00Z,15,15,2,jan 2024
61254,28/01/2024,15:55:00,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,25,Masculino,Preta,2024-01-28,1,28,2024,768,1960-01-01T15:55:00Z,15,15,2,jan 2024
61268,28/01/2024,16:00:00,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,32,Masculino,Branca,2024-01-28,1,28,2024,768,1960-01-01T16:00:00Z,16,16,2,jan 2024
61297,28/01/2024,16:00:00,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,37,Feminino,Branca,2024-01-28,1,28,2024,768,1960-01-01T16:00:00Z,16,16,2,jan 2024
61340,28/01/2024,16:30:00,CRIMES,ROUBO DE CELULAR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,30,Feminino,Branca,2024-01-28,1,28,2024,768,1960-01-01T16:30:00Z,16,16,2,jan 2024
61396,28/01/2024,17:00:00,CRIMES,CALUNIA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,61,Masculino,Branca,2024-01-28,1,28,2024,768,1960-01-01T17:00:00Z,17,17,2,jan 2024
61408,28/01/2024,17:00:00,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,36,Feminino,Sem informação,2024-01-28,1,28,2024,768,1960-01-01T17:00:00Z,17,17,2,jan 2024
61423,28/01/2024,17:00:00,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,36,Feminino,Branca,2024-01-28,1,28,2024,768,1960-01-01T17:00:00Z,17,17,2,jan 2024
61579,28/01/2024,18:30:00,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,38,Feminino,Branca,2024-01-28,1,28,2024,768,1960-01-01T18:30:00Z,18,18,3,jan 2024
61635,28/01/2024,18:50:00,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,22,Masculino,Sem informação,2024-01-28,1,28,2024,768,1960-01-01T18:50:00Z,18,18,3,jan 2024
